"Property Address","Mailing City","Mailing State","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"85 OLD LONG RIDGE ROAD",STAMFORD,CT,41.144478,-73.589021,1,rooftop,"85 Old Long Ridge Rd",,"Stamford, CT 06903",85,"Old Long Ridge Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnmwkpcx79yr7me2fmt92kpsdtn6,building_centroid
"85 OLD LONG RIDGE ROAD",STAMFORD,CT,41.144478,-73.589021,1,rooftop,"85 Old Long Ridge Rd",,"Stamford, CT 06903",85,"Old Long Ridge Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnmwkpcx79yr7me2fmt92kpsdtn6,building_centroid
"21 CARLISLE PLACE",STAMFORD,CT,41.034813,-73.54909,1,rooftop,"21 Carlisle Pl",,"Stamford, CT 06902",21,"Carlisle Pl",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnxwy2khv8n4az9kzge9n8rl9a73,building_centroid
"33 LEEDS STREET",STAMFORD,CT,41.050492,-73.520706,1,rooftop,"33 Leeds St",,"Stamford, CT 06902",33,"Leeds St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5wgarf2creka7v7g747lu3qjqb,building_centroid
"32 GREENWOOD HILL STREET",STAMFORD,CT,41.052152,-73.547519,1,rooftop,"32 Greenwood Hill St",,"Stamford, CT 06902",32,"Greenwood Hill St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnprg8afujk6j7g6gd3nsfumwwbg,building_centroid
"41 HOPE STREET ",STAMFORD,CT,41.06202,-73.526219,1,rooftop,"41 Hope St",,"Stamford, CT 06906",41,"Hope St",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbl6a8pggekw47gs4hnl8uxq5g5,building_centroid
"51 HOPE STREET",STAMFORD,CT,41.062517,-73.526203,1,rooftop,"51 Hope St",,"Stamford, CT 06906",51,"Hope St",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbl6a8pggekw474dnagh2ftrx5g,building_centroid
"53 HOPE STREET",STAMFORD,CT,41.062668,-73.526015,1,rooftop,"53 Hope St",,"Stamford, CT 06906",53,"Hope St",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbl6a8pggekw47zhypzz52upg6g,building_centroid
"21 DOUGLAS AVENUE",STAMFORD,CT,41.074157,-73.522282,1,rooftop,"21 Douglas Ave",,"Stamford, CT 06906",21,"Douglas Ave",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnyb7wmt3hlzzcc2a6dvn3ryu9z7,building_centroid
"68 KANE AVENUE",STAMFORD,CT,41.103979,-73.54441,1,rooftop,"68 Kane Ave",,"Stamford, CT 06905",68,"Kane Ave",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnktprecw5c38kdtf2tuqf2scbw2,building_centroid
"637 COVE ROAD #A8",STAMFORD,CT,41.048416,-73.513686,1,rooftop,"637 Cove Rd","Unit A8","Stamford, CT 06902",637,"Cove Rd",Unit,A8,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnj2vkuspefctvexahkanczv9wk2-tj9b8tkkjr2qg,building_centroid
"3 LEDGE TERRACE ",STAMFORD,CT,41.079975,-73.529213,1,range_interpolation,"3 Ledge Ter",,"Stamford, CT 06905",3,"Ledge Ter",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® from the US Census Bureau",gcod_usnzfmjnq9gw9zbcwpdnn68jvtuph,
"0 GUINEA ROAD",STAMFORD,CT,41.097064,-73.594871,1,street_center,"Guinea Rd",,"Stamford, CT 06903",,"Guinea Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usslzbhrkg44h62d,
"66 LOCKWOOD AVENUE",STAMFORD,CT,41.053754,-73.521182,1,rooftop,"66 Lockwood Ave",,"Stamford, CT 06902",66,"Lockwood Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnjnsvcabu288cgl9fek93au89k8,building_centroid
"34 TOD LANE",STAMFORD,CT,41.083701,-73.533405,1,range_interpolation,"34 Todd Ln",,"Stamford, CT 06905",34,"Todd Ln",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"TIGER/Line® from the US Census Bureau",gcod_usnwutzkpxt78x39fmkezwepzlskb,
"46 AVERY STREET",STAMFORD,CT,41.04734,-73.509391,1,rooftop,"46 Avery St",,"Stamford, CT 06902",46,"Avery St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnuaplnu8n8pqccaksdhlp6q9sjb,building_centroid
"241 HAMILTON AVENUE ",STAMFORD,CT,41.06322,-73.512989,1,rooftop,"241 Hamilton Ave",,"Stamford, CT 06902",241,"Hamilton Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn32hz5gsk43xc4ba75m4x7ff4u8,building_centroid
"0 SLICE DRIVE",STAMFORD,CT,41.112327,-73.51026,1,street_center,"Slice Dr",,"Stamford, CT 06907",,"Slice Dr",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussdfahbtyxxffh5,
"95 ELMCROFT ROAD ",STAMFORD,CT,41.038954,-73.538222,1,rooftop,"95 Elmcroft Rd",,"Stamford, CT 06902",95,"Elmcroft Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn2axfruhv9wwjclfpfhpxb4peyg,building_centroid
"123 SADDLE ROCK ROAD ",STAMFORD,CT,41.01755,-73.529559,1,rooftop,"123 Saddle Rock Rd",,"Stamford, CT 06902",123,"Saddle Rock Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnty4rnzxq33ec4cswvkbh5tn7me,building_centroid
"863 EAST MAIN STREET",STAMFORD,CT,41.055448,-73.525255,1,rooftop,"863 E Main St",,"Stamford, CT 06902",863,"E Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usntvhz3k7qw38ehdcurmxjbyv5wh,building_centroid
"389 FARMS ROAD",STAMFORD,CT,41.124116,-73.613818,1,range_interpolation,"389 Farms Rd",,"Stamford, CT 06903",389,"Farms Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"TIGER/Line® from the US Census Bureau",gcod_usnemmmlqarnxwh5makg5vt7wfht9,
"40 EUCLID AVENUE",STAMFORD,CT,41.047519,-73.507322,1,rooftop,"40 Euclid Ave",,"Stamford, CT 06902",40,"Euclid Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnbknwvlj7pq5h4hqbsjxbcazw86,building_centroid
"139 ORCHARD STREET ",STAMFORD,CT,41.037907,-73.549535,1,rooftop,"139 Orchard St",,"Stamford, CT 06902",139,"Orchard St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"Connecticut Geospatial Information Systems Council",gcod_usnkhytk49treb92spyu39ua35h72,building_centroid
"43 CARRINGTON DRIVE",STAMFORD,CT,41.059563,-73.529838,0.93,rooftop,"43 Arlington Rd",,"Stamford, CT 06902",43,"Arlington Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn8xy6nvp5jxvy45np5mpbva49h2,building_centroid
"40 BUNGALOW PARK",STAMFORD,CT,41.055593,-73.511924,1,rooftop,"40 Bungalow Park",,"Stamford, CT 06902",40,"Bungalow Park",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ffe6q2kjmlb44ygdptblbxyga,building_centroid
"307 WEST MAIN STREET",STAMFORD,CT,41.049201,-73.550678,1,rooftop,"307 W Main St",,"Stamford, CT 06902",307,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6qg4uby9rpcsp2,building_centroid
"205 SEASIDE AVENUE",STAMFORD,CT,41.051963,-73.509625,1,rooftop,"205 Seaside Ave",,"Stamford, CT 06902",205,"Seaside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnycqcgtwkxlajb34msq4fv3jjv7,building_centroid
"50 LOCKWOOD AVENUE",STAMFORD,CT,41.054304,-73.521163,1,rooftop,"50 Lockwood Ave",,"Stamford, CT 06902",50,"Lockwood Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnjnsvcabu288cglfgysl4ncxgvb,building_centroid
"87 DEAN STREET",STAMFORD,CT,41.045853,-73.50871,1,rooftop,"87 Dean St",,"Stamford, CT 06902",87,"Dean St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ly2dnjne6av32bk8ucl5a8yxa,building_centroid
"52 HIGHLAND ROAD ",STAMFORD,CT,41.057539,-73.531867,1,rooftop,"52 Highland Rd",,"Stamford, CT 06902",52,"Highland Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnsqupsmw5k5av7ghgm66bkr2hlc,building_centroid
"77 WEBB AVENUE #8",STAMFORD,CT,41.055905,-73.508674,1,rooftop,"77 Webb Ave","Apt 8","Stamford, CT 06902",77,"Webb Ave",Apt,8,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usngymgvyfspbq56z4d4qa6fw4na6-ausykcbybbtgc,building_centroid
"241 HAMILTON AVENUE",STAMFORD,CT,41.06322,-73.512989,1,rooftop,"241 Hamilton Ave",,"Stamford, CT 06902",241,"Hamilton Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn32hz5gsk43xc4ba75m4x7ff4u8,building_centroid
"154 COLD SPRING ROAD #18",STAMFORD,CT,41.067492,-73.554461,1,rooftop,"154 Cold Spring Rd","Apt 18","Stamford, CT 06905",154,"Cold Spring Rd",Apt,18,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnm2ddqvxs2a3yc5hwgvaf59xeah-sxxbc7p3ln8hc,building_centroid
"10 MARTIN STREET",STAMFORD,CT,41.046473,-73.511136,1,rooftop,"10 Martin St",,"Stamford, CT 06902",10,"Martin St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnp2bktpuk57vydansn6hugnfst4,building_centroid
"322 EAST MIDDLE PATENT ROAD",STAMFORD,CT,41.145165,-73.626313,0.84,rooftop,"322 E Middle Patent Rd",,"Greenwich, CT 06831",322,"E Middle Patent Rd",,,Greenwich,CT,"Western Connecticut Planning Region",06831,US,"City of Stamford",gcod_usn2jxtuw6a7fz5d8h7dq6clbkzdf,building_centroid
"163 CASCADE ROAD",STAMFORD,CT,41.141399,-73.537819,1,rooftop,"163 Cascade Rd",,"Stamford, CT 06903",163,"Cascade Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnfe84g9tsb6bc6dmwbrvxktu6k2,building_centroid
"175 CASCADE ROAD ",STAMFORD,CT,41.14178,-73.537787,1,rooftop,"175 Cascade Rd",,"Stamford, CT 06903",175,"Cascade Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnfe84g9tsb6bc6jvgh7puvf5e49,building_centroid
"198 EAST MIDDLE PATENT ROAD",STAMFORD,CT,41.127938,-73.550732,0.85,range_interpolation,"198 Middle Ridge Rd",,"Stamford, CT 06903",198,"Middle Ridge Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"TIGER/Line® from the US Census Bureau",gcod_usngdbghzwa8n7s9vh4vzcv62nnwb,
"555  NEWFIELD AVENUE  #C",STAMFORD,CT,41.078821,-73.533502,1,rooftop,"555 Newfield Ave","# C","Stamford, CT 06905",555,"Newfield Ave",#,C,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn7d5zadgl74sw3gqnqkr3kuw24a-3bkw3dva2et86,building_centroid
"90 MORGAN STREET #108",STAMFORD,CT,41.064443,-73.536585,1,rooftop,"90 Morgan St","Ste 108","Stamford, CT 06905",90,"Morgan St",Ste,108,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn8asx4a2rf3a4h97zu6amsj4lh8-py8qyjklrk99e,building_centroid
"154 COLD SPRING ROAD #22",STAMFORD,CT,41.067492,-73.554461,1,rooftop,"154 Cold Spring Rd","Apt 22","Stamford, CT 06905",154,"Cold Spring Rd",Apt,22,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnm2ddqvxs2a3yc5hwgvaf59xeah-3d7fdl2pts3f7,building_centroid
"85 RIVERSIDE AVENUE",STAMFORD,CT,41.067451,-73.553235,1,rooftop,"85 Riverside Ave",,"Stamford, CT 06905",85,"Riverside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usntxh3lmksrs4leckumxv8keza62,building_centroid
"85 CAMP AVENUE #UT16B",STAMFORD,CT,41.09495,-73.514925,1,rooftop,"85 Camp Ave","# UT16B","Stamford, CT 06907",85,"Camp Ave",#,UT16B,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnkjmhqvk3sd7fa6k6jp6eqc476b-fyhbnt2ezfzca,building_centroid
"444 BEDFORD STREET",STAMFORD,CT,41.058154,-73.538335,1,rooftop,"444 Bedford St",,"Stamford, CT 06901",444,"Bedford St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usn93nhags26h7xbynzxqtnlplwm2,building_centroid
"850 EAST MAIN STREET #324",STAMFORD,CT,41.055644,-73.526581,1,rooftop,"850 E Main St","Apt 324","Stamford, CT 06902",850,"E Main St",Apt,324,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usntvhz3k7qw38eh8w8lcrce5un23-2enaf7p6mqh9g,building_centroid
"850 EAST MAIN STREET #521",STAMFORD,CT,41.055644,-73.526581,1,rooftop,"850 E Main St","Apt 521","Stamford, CT 06902",850,"E Main St",Apt,521,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usntvhz3k7qw38eh8w8lcrce5un23-hhqg9x36jbvw5,building_centroid
"850 EAST MAIN STREET #505",STAMFORD,CT,41.055644,-73.526581,1,rooftop,"850 E Main St","Apt 505","Stamford, CT 06902",850,"E Main St",Apt,505,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usntvhz3k7qw38eh8w8lcrce5un23-j9d4ns5hbfgq4,building_centroid
"674 EAST MAIN STREET",STAMFORD,CT,41.054516,-73.531521,1,range_interpolation,"674 E Main St",,"Stamford, CT 06902",674,"E Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® from the US Census Bureau",gcod_usntvhz3k7qw38eh6arjru5sdr7l7,
"509 GLENBROOK ROAD ",STAMFORD,CT,41.07079,-73.520241,1,rooftop,"509 Glenbrook Rd",,"Stamford, CT 06906",509,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnta7zqter5yv9f64mn38najddke,building_centroid
"32 HIGHVIEW AVENUE",STAMFORD,CT,41.096516,-73.516136,1,rooftop,"32 Highview Ave",,"Stamford, CT 06907",32,"Highview Ave",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnftw54ttqqabzdxxgr245aslt73,building_centroid
"100 HOPE STREET",STAMFORD,CT,41.064113,-73.526901,1,rooftop,"100 Hope St",,"Stamford, CT 06906",100,"Hope St",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbl6a8pggekw47uca6szwmbszs7,building_centroid
"125 LAWN AVENUE",STAMFORD,CT,41.060402,-73.517373,1,rooftop,"125 Lawn Ave",,"Stamford, CT 06902",125,"Lawn Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ymee33fq6thdpu9cc325acdfb,building_centroid
"82 WEED HILL AVENUE",STAMFORD,CT,41.097527,-73.524053,1,rooftop,"82 Weed Hill Ave",,"Stamford, CT 06907",82,"Weed Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnrza6pq4gc3yv995kr82p2jt573,building_centroid
"9 VIADUCT ROAD ",STAMFORD,CT,41.0789,-73.52057,1,rooftop,"9 Viaduct Rd",,"Stamford, CT 06907",9,"Viaduct Rd",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usn5hldge7zuhy484pggv5fwsyjtg,building_centroid
"82 PERSHING AVENUE",STAMFORD,CT,41.083604,-73.528596,1,rooftop,"82 Pershing Ave",,"Stamford, CT 06905",82,"Pershing Ave",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnhh3yntdvueefdvcxxbuj4enqg3,building_centroid
"833 SUMMER STREET ",STAMFORD,CT,41.058995,-73.539674,1,rooftop,"833 Summer St",,"Stamford, CT 06901",833,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5az7eyzpvlmbbw5,building_centroid
"833 SUMMER STREET ",STAMFORD,CT,41.058995,-73.539674,1,rooftop,"833 Summer St",,"Stamford, CT 06901",833,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5az7eyzpvlmbbw5,building_centroid
"87 GLENBROOK ROAD",STAMFORD,CT,41.058172,-73.528218,1,rooftop,"87 Glenbrook Rd",,"Stamford, CT 06902",87,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvepe4e3dv3yjakf,building_centroid
"87 GLENBROOK ROAD",STAMFORD,CT,41.058172,-73.528218,1,rooftop,"87 Glenbrook Rd",,"Stamford, CT 06902",87,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvepe4e3dv3yjakf,building_centroid
"51 SCHUYLER AVENUE",STAMFORD,CT,41.054446,-73.546946,1,rooftop,"51 Schuyler Ave",,"Stamford, CT 06902",51,"Schuyler Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn2npq23h8lrd567x34r595zr932,building_centroid
"51 SCHUYLER AVENUE",STAMFORD,CT,41.054446,-73.546946,1,rooftop,"51 Schuyler Ave",,"Stamford, CT 06902",51,"Schuyler Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn2npq23h8lrd567x34r595zr932,building_centroid
"51 SCHUYLER AVENUE",STAMFORD,CT,41.054446,-73.546946,1,rooftop,"51 Schuyler Ave",,"Stamford, CT 06902",51,"Schuyler Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn2npq23h8lrd567x34r595zr932,building_centroid
"91 STRAWBERRY HILL AVENUE",STAMFORD,CT,41.063871,-73.532292,1,rooftop,"91 Strawberry Hill Ave",,"Stamford, CT 06902",91,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247empjv5rweqjshc,building_centroid
"257 GREYROCK PLACE ",STAMFORD,CT,41.057447,-73.534486,1,rooftop,"257 Greyrock Pl",,"Stamford, CT 06901",257,"Greyrock Pl",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnth6b3pbf9krj8ah6xp6apy3a8f,building_centroid
"257 GREYROCK PLACE ",STAMFORD,CT,41.057447,-73.534486,1,rooftop,"257 Greyrock Pl",,"Stamford, CT 06901",257,"Greyrock Pl",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnth6b3pbf9krj8ah6xp6apy3a8f,building_centroid
"257 GREYROCK PLACE ",STAMFORD,CT,41.057447,-73.534486,1,rooftop,"257 Greyrock Pl",,"Stamford, CT 06901",257,"Greyrock Pl",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnth6b3pbf9krj8ah6xp6apy3a8f,building_centroid
"0 BARN HILL ROAD",STAMFORD,CT,41.095884,-73.562452,0.93,street_center,"Barnes Rd",,"Stamford, CT 06902",,"Barnes Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usss2ewrdcbhbmxe,
"425 JUNE ROAD",STAMFORD,CT,41.110933,-73.600749,1,rooftop,"425 June Rd",,"Stamford, CT 06903",425,"June Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usndu6smyecd92t77npztxar6edm9,building_centroid
"813 ATLANTIC STREET",STAMFORD,CT,41.042856,-73.541941,1,rooftop,"813 Atlantic St",,"Stamford, CT 06902",813,"Atlantic St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn9rjug5jqvp9d8xfptuz6u3rfc2,building_centroid
"30 IROQUOIS ROAD",STAMFORD,CT,41.037109,-73.526312,1,rooftop,"30 Iroquois Rd",,"Stamford, CT 06902",30,"Iroquois Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn75myuk2ajs7wbq8hhvt2t8ptmg,building_centroid
"58 QUINTARD TERRACE",STAMFORD,CT,41.057565,-73.525879,1,rooftop,"58 Quintard Ter",,"Stamford, CT 06902",58,"Quintard Ter",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnlq5atva75k3xd6n7udmwxmsjtb,building_centroid
"805 ATLANTIC STREET",STAMFORD,CT,41.043378,-73.541887,1,rooftop,"805 Atlantic St",,"Stamford, CT 06902",805,"Atlantic St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn9rjug5jqvp9d8petb5hjbdpead,building_centroid
"39 PLYMOUTH ROAD",STAMFORD,CT,41.069542,-73.528529,1,rooftop,"39 Plymouth Rd",,"Stamford, CT 06906",39,"Plymouth Rd",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnlwrhnnl4rghhbj8gh36e7pyyx5,building_centroid
"24 DALE PLACE",STAMFORD,CT,41.077848,-73.527992,1,rooftop,"24 Dale Pl",,"Stamford, CT 06906",24,"Dale Pl",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnaj4pzg5g5cbz5drquycpy2kc2g,building_centroid
"29 SCOFIELD AVENUE ",STAMFORD,CT,41.06912,-73.525162,1,rooftop,"29 Scofield Ave",,"Stamford, CT 06906",29,"Scofield Ave",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usntp3xb4sdeljef7avjnnzlztem2,building_centroid
"20 VICTORY STREET",STAMFORD,CT,41.047475,-73.554887,1,rooftop,"20 Victory St",,"Stamford, CT 06902",20,"Victory St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnd6tzvz2wl7begr5fnrx9ssmb83,building_centroid
"72 STANDISH ROAD",STAMFORD,CT,41.05866,-73.514608,1,rooftop,"72 Standish Rd",,"Stamford, CT 06902",72,"Standish Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnq7kek7f9g5fmdahhr2wwt9wq6d,building_centroid
"215 SEATON ROAD #26-F1",STAMFORD,CT,41.05987,-73.515526,1,rooftop,"215 Seaton Rd","# 26","Stamford, CT 06902",215,"Seaton Rd",#,26,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn6g84mv6eqjl78ul54tlxr99tp6-p4vb8h5ymwz52,building_centroid
"45 LUND AVENUE",STAMFORD,CT,41.097716,-73.53005,1,rooftop,"45 Lund Ave",,"Stamford, CT 06907",45,"Lund Ave",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnw9fkp44b2et4d6xxmc66yutxm9,building_centroid
"27 STANDISH ROAD",STAMFORD,CT,41.05785,-73.516735,1,rooftop,"27 Standish Rd",,"Stamford, CT 06902",27,"Standish Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnq7kek7f9g5fmd72v56qb7l6dkh,building_centroid
"57 DEAN STREET #UT 5",STAMFORD,CT,41.046879,-73.508776,1,rooftop,"57 Dean St","# UT","Stamford, CT 06902",57,"Dean St",#,UT,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ly2dnjne6av35pd8zscs767df-59aqxu3wt8vdh,building_centroid
"57 DEAN STREET #UT 1",STAMFORD,CT,41.046879,-73.508776,1,rooftop,"57 Dean St","# UT","Stamford, CT 06902",57,"Dean St",#,UT,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ly2dnjne6av35pd8zscs767df-59aqxu3wt8vdh,building_centroid
